step,time,method,M,solve_s,flux_s,transport_s,viz_s,p_l2_drift,flux_l2_drift,pinn_rmse,pinn_pre_rmse,pinn_iterations,pinn_wall_s,pinn_pre_eval_s,pinn_linear_s,pinn_sync_s,pinn_error_s,pinn_trainable_params,pinn_stop_reason,R_xi_mean_abs,R_xi_median_abs,R_xi_rmse,R_xi_max_abs,R_xi_sum,CFL,cfl_violated,S_preclip_min,S_preclip_max,S_post_min,S_post_max,mass_balance,stored_water,n_substeps,dt_substep
271,0.00271,NLR,1.0,0.01891049899859354,0.05264700199768413,0.0005006309947930276,2.6249908842146397e-06,0.0006979020759539391,0.0003229562762429186,nan,nan,,0.0,nan,nan,nan,nan,0,,1.8547024992026813e-05,3.729655473350135e-17,0.0003338558527539829,0.014383053357744258,-0.0001231089948878398,0.2190111361512475,0,0.0,0.8211388158511597,0.0,0.8211388158511597,4.590918574118308e-19,0.0027100000000000067,1,1e-05
272,0.00272,NLR,1.0,0.015385787992272526,0.05468249799741898,0.0003474640107015148,2.2830063244327903e-06,0.0006966983947719435,0.000322244984743609,nan,nan,,0.0,nan,nan,nan,nan,0,,1.8547185389753984e-05,3.903127820947816e-17,0.0003338572316085307,0.014383102564943462,-0.00012310934228338744,0.2190118844027923,0,0.0,0.8216026549763089,0.0,0.8216026549763089,2.541098841762901e-20,0.0027200000000000067,1,1e-05
273,0.0027300000000000002,NLR,1.0,0.018012230008025654,0.05296545900637284,0.00037749300827272236,2.3839966161176562e-06,0.000695523245290171,0.00032155456509532225,nan,nan,,0.0,nan,nan,nan,nan,0,,1.8547344628946532e-05,4.0549161250957866e-17,0.0003338586035175926,0.014383151552171292,-0.00012310968477251255,0.21901262930936904,0,0.0,0.8220637022438321,0.0,0.8220637022438321,2.541098841762901e-20,0.0027300000000000067,1,1e-05
274,0.0027400000000000002,NLR,1.0,0.01954348900471814,0.05556516999786254,0.0003015360125573352,2.0839943317696452e-06,0.0006943763179956462,0.0003208845656622908,nan,nan,,0.0,nan,nan,nan,nan,0,,1.8547502735231537e-05,3.903127820947816e-17,0.0003338599686659161,0.014383200325679635,-0.00012311002228209973,0.2190133709660323,0,0.0,0.8225219847413999,0.0,0.8225219847413999,2.541098841762901e-20,0.0027400000000000068,1,1e-05
275,0.0027500000000000003,NLR,1.0,0.017815366998547688,0.051313339004991576,0.0003102979972027242,2.077998942695558e-06,0.0006932572156263349,0.0003202344977140474,nan,nan,,0.0,nan,nan,nan,nan,0,,1.8547659734305557e-05,3.9898639947466563e-17,0.0003338613272362808,0.014383248891642442,-0.00012311035502212845,0.21901410946665087,0,0.0,0.8229775291932171,0.0,0.8229775291932171,2.541098841762901e-20,0.0027500000000000068,1,1e-05
276,0.0027600000000000003,NLR,1.0,0.015615683005307801,0.05915888700110372,0.0003676490014186129,2.1369924070313573e-06,0.0006921654592296736,0.0003196038392409287,nan,nan,,0.0,nan,nan,nan,nan,0,,1.854781565142035e-05,3.946495907847236e-17,0.00033386267940891583,0.014383297256136629,-0.00012311068291683013,0.2190148449036113,0,0.0,0.8234303619662303,0.0,0.8234303619662303,-4.0826988057657276e-19,0.0027600000000000064,1,1e-05
277,0.0027700000000000003,NLR,1.0,0.016919123008847237,0.051892413990572095,0.0002920219994848594,1.8739956431090832e-06,0.0006911004939343026,0.0003189920388826627,nan,nan,,0.0,nan,nan,nan,nan,0,,1.8547970511623547e-05,3.9898639947466563e-17,0.0003338640253609338,0.014383345425122096,-0.00012311100620376823,0.21901557736757366,0,0.0,0.8238805090762082,0.0,0.8238805090762082,2.541098841762901e-20,0.0027700000000000064,1,1e-05
278,0.0027800000000000004,NLR,1.0,0.015279829007340595,0.062364289988181554,0.0003514339914545417,2.2249878384172916e-06,0.0006900616950412657,0.0003183985196557194,nan,nan,,0.0,nan,nan,nan,nan,0,,1.8548124339453294e-05,3.9898639947466563e-17,0.0003338653652659535,0.014383393404432843,-0.0001231113249261389,0.2190163069472128,0,0.0,0.8243279961936968,0.0,0.8243279961936968,2.541098841762901e-20,0.0027800000000000064,1,1e-05
279,0.0027900000000000004,NLR,1.0,0.016937364998739213,0.05544399199425243,0.00036601499596145004,2.268003299832344e-06,0.0006890483739777553,0.0003178226827193883,nan,nan,,0.0,nan,nan,nan,nan,0,,1.8548277159174703e-05,3.8163916471489756e-17,0.000333866699293515,0.014383441199754543,-0.00012311163915521708,0.21901703372900122,0,0.0,0.8247728486498518,0.0,0.8247728486498518,4.590918574118308e-19,0.002790000000000007,1,1e-05
280,0.0028000000000000004,NLR,1.0,0.015659165001125075,0.05768288399849553,0.0003291580069344491,2.1469895727932453e-06,0.00068805978445727,0.0003172639109715264,nan,nan,,0.0,nan,nan,nan,nan,0,,1.8548428994342324e-05,3.881443777498106e-17,0.00033386802760876393,0.014383488816616996,-0.00012311194895671054,0.21901775779700403,0,0.0,0.8252150914421525,0.0,0.8252150914421525,2.541098841762901e-20,0.002800000000000007,1,1e-05
281,0.0028100000000000004,NLR,1.0,0.01847486599581316,0.05386405700119212,0.0003904589975718409,2.1900050342082977e-06,0.0006870951284673522,0.000316721572584671,nan,nan,,0.0,nan,nan,nan,nan,0,,1.8548579868051023e-05,4.0332320816460765e-17,0.00033386935037201085,0.014383536260378138,-0.0001231122544408249,0.21901847923269707,0,0.0,0.8256547492399992,0.0,0.8256547492399992,-8.419507495707745e-19,0.002810000000000006,1,1e-05
282,0.00282,NLR,1.0,0.015352043003076687,0.06050451200280804,0.000363341998308897,2.53900361713022e-06,0.0006861535622266067,0.00031619502441921265,nan,nan,,0.0,nan,nan,nan,nan,0,,1.8548729802672467e-05,3.8163916471489756e-17,0.0003338706677383977,0.014383583536214273,-0.00012311255571768209,0.21901919811480047,0,0.0,0.8260918463901963,0.0,0.8260918463901963,4.590918574118308e-19,0.0028200000000000065,1,1e-05
283,0.00283,NLR,1.0,0.01708101799886208,0.058291637993534096,0.00036027299938723445,2.107000909745693e-06,0.0006852342020831966,0.00031568361532754617,nan,nan,,0.0,nan,nan,nan,nan,0,,1.854887882000925e-05,3.935653886122381e-17,0.0003338719798576517,0.014383630649112744,-0.0001231128527674367,0.21901991451913091,0,0.0,0.8265264069223256,0.0,0.8265264069223256,4.590918574118308e-19,0.002830000000000007,1,1e-05
284,0.00284,NLR,1.0,0.017395638991729356,0.05595482799981255,0.000477866007713601,2.629996743053198e-06,0.0006843361302314085,0.0003151866893386681,nan,nan,,0.0,nan,nan,nan,nan,0,,1.854902694097633e-05,3.903127820947816e-17,0.00033387328687374665,0.014383677603860168,-0.00012311314584058367,0.21902062851848758,0,0.0,0.8269584545540106,0.0,0.8269584545540106,-4.0826988057657276e-19,0.0028400000000000066,1,1e-05
285,0.00285,NLR,1.0,0.016890376995434053,0.06362398000783287,0.0003568860120140016,2.239001332782209e-06,0.0006834584004738701,0.0003147035886786413,nan,nan,,0.0,nan,nan,nan,nan,0,,1.8549174185902946e-05,3.903127820947816e-17,0.00033387458892473863,0.014383724405038656,-0.00012311343481811207,0.21902134018252845,0,0.0,0.8273880126960753,0.0,0.8273880126960753,2.541098841762901e-20,0.0028500000000000066,1,1e-05
286,0.00286,NLR,1.0,0.015633536007953808,0.057140075994539075,0.0003759960090974346,2.14899773709476e-06,0.0006826000434111409,0.00031423365675406966,nan,nan,,0.0,nan,nan,nan,nan,0,,1.8549320574210604e-05,3.946495907847236e-17,0.0003338758861425209,0.014383771057017158,-0.00012311371984206426,0.21902204957769997,0,0.0,0.8278151044575998,0.0,0.8278151044575998,2.541098841762901e-20,0.0028600000000000066,1,1e-05
287,0.00287,NLR,1.0,0.01706472299702,0.05873333000636194,0.000340547994710505,2.1410087356343865e-06,0.0006817600719545388,0.0003137762408939532,nan,nan,,0.0,nan,nan,nan,nan,0,,1.8549466124491705e-05,3.903127820947816e-17,0.0003338771786527376,0.01438381756395013,-0.00012311400098998933,0.2190227567671596,0,0.0,0.8282397526508746,0.0,0.8282397526508746,4.590918574118308e-19,0.002870000000000007,1,1e-05
288,0.00288,NLR,1.0,0.0203134630137356,0.054942169997957535,0.0003905019984813407,2.515997039154172e-06,0.0006809374863241162,0.00031333069501106667,nan,nan,,0.0,nan,nan,nan,nan,0,,1.854961085451265e-05,4.0766001685454967e-17,0.00033387846657460747,0.01438386392977109,-0.00012311427848979312,0.21902346181073018,0,0.0,0.8286619797962573,0.0,0.8286619797962573,-4.0826988057657276e-19,0.0028800000000000067,1,1e-05
289,0.00289,NLR,1.0,0.018933172003016807,0.06461513599788304,0.0006590959965251386,2.902001142501831e-06,0.0006801312789754534,0.0003128963821168725,nan,nan,,0.0,nan,nan,nan,nan,0,,1.8549754781225874e-05,3.903127820947816e-17,0.00033387975002085763,0.014383910158192181,-0.00012311455209230117,0.21902416476484557,0,0.0,0.8290818081269327,0.0,0.8290818081269327,4.590918574118308e-19,0.002890000000000007,1,1e-05
290,0.0029000000000000002,NLR,1.0,0.01612574199680239,0.061452983994968235,0.0003301050019217655,1.8629943951964378e-06,0.0006793404390735397,0.00031247267675092266,nan,nan,,0.0,nan,nan,nan,nan,0,,1.8549897920650544e-05,4.163336342344337e-17,0.0003338810290976889,0.014383956252702834,-0.00012311482213308466,0.21902486568256457,0,0.0,0.8294992595935781,0.0,0.8294992595935781,2.541098841762901e-20,0.002900000000000007,1,1e-05
291,0.0029100000000000003,NLR,1.0,0.016952015008428134,0.058835372008616105,0.0003255769988754764,2.1089945221319795e-06,0.0006785639573292862,0.0003120589671257092,nan,nan,,0.0,nan,nan,nan,nan,0,,1.8550040287932326e-05,3.903127820947816e-17,0.0003338823039047201,0.014384002216568659,-0.00012311508857378633,0.21902556461354072,0,0.0,0.8299143558689384,0.0,0.8299143558689384,2.541098841762901e-20,0.002910000000000007,1,1e-05
292,0.0029200000000000003,NLR,1.0,0.018662784990738146,0.059625189009238966,0.00032498400832992047,2.2160093067213893e-06,0.0006778008298065975,0.00031165465731359317,nan,nan,,0.0,nan,nan,nan,nan,0,,1.8550181897366005e-05,3.8163916471489756e-17,0.0003338835745349987,0.014384048052831888,-0.00012311535131894518,0.21902626160403957,0,0.0,0.8303271183523102,0.0,0.8303271183523102,-4.0826988057657276e-19,0.002920000000000007,1,1e-05
293,0.0029300000000000003,NLR,1.0,0.017795460007619113,0.057541083995602094,0.0003668149875011295,2.052009222097695e-06,0.0006770500622016719,0.0003112591691753912,nan,nan,,0.0,nan,nan,nan,nan,0,,1.855032276225853e-05,3.903127820947816e-17,0.00033388484107509705,0.014384093764316486,-0.00012311561066980233,0.21902695669698247,0,0.0,0.8307375681739392,0.0,0.8307375681739392,4.590918574118308e-19,0.0029300000000000073,1,1e-05
294,0.0029400000000000003,NLR,1.0,0.016850952000822872,0.06652947299880907,0.0004850550030823797,2.486995072104037e-06,0.0006763106735608058,0.0003108719441555268,nan,nan,,0.0,nan,nan,nan,nan,0,,1.855046289514247e-05,3.9898639947466563e-17,0.00033388610360505746,0.014384139353625036,-0.0001231158665083641,0.21902764993195817,0,0.0,0.8311457261993309,0.0,0.8311457261993309,2.541098841762901e-20,0.0029400000000000073,1,1e-05
295,0.0029500000000000004,NLR,1.0,0.01642950499081053,0.05837203000555746,0.00036741099029313773,2.1750020096078515e-06,0.0006755816997662322,0.0003104924450093936,nan,nan,,0.0,nan,nan,nan,nan,0,,1.855060230755349e-05,3.8163916471489756e-17,0.00033388736219860775,0.014384184823148072,-0.00012311611893864465,0.2190283413452942,0,0.0,0.8315516130334791,0.0,0.8315516130334791,-4.0826988057657276e-19,0.002950000000000007,1,1e-05
296,0.0029600000000000004,NLR,1.0,0.019169581995811313,0.061634924000827596,0.0004571329918690026,2.615997800603509e-06,0.0006748621969381308,0.0003101201573114058,nan,nan,,0.0,nan,nan,nan,nan,0,,1.8550741010258996e-05,3.9898639947466563e-17,0.0003338886169231596,0.014384230175063184,-0.0001231163680407126,0.2190290309701129,0,0.0,0.8319552490250111,0.0,0.8319552490250111,4.590918574118308e-19,0.0029600000000000073,1,1e-05
297,0.0029700000000000004,NLR,1.0,0.01783904001058545,0.05622266400314402,0.0003314429923193529,2.0940060494467616e-06,0.0006741512445460155,0.00030975459086032635,nan,nan,,0.0,nan,nan,nan,nan,0,,1.8550879013119258e-05,3.9898639947466563e-17,0.0003338898678400064,0.01438427541134324,-0.00012311661367652842,0.2190297188363985,0,0.0,0.8323566542702538,0.0,0.8323566542702538,4.590918574118308e-19,0.002970000000000008,1,1e-05
298,0.0029800000000000004,NLR,1.0,0.020699087996035814,0.057402735998039134,0.0010574180050753057,4.5439956011250615e-06,0.0006734479481879613,0.00030939528097130136,nan,nan,,0.0,nan,nan,nan,nan,0,,1.8551016325127806e-05,4.163336342344337e-17,0.00033389111500445404,0.014384320533760375,-0.00012311685606512877,0.21903040497109783,0,0.0,0.8327558486172222,0.0,0.8327558486172222,-8.419507495707745e-19,0.002980000000000007,1,1e-05
299,0.00299,NLR,1.0,0.02029631099139806,0.05447277499479242,0.0004584279959090054,3.4249969758093357e-06,0.0006727514424771092,0.0003090417895483516,nan,nan,,0.0,nan,nan,nan,nan,0,,1.8551152954555904e-05,4.163336342344337e-17,0.00033389235846598977,0.014384365543892885,-0.00012311709506478992,0.21903108939819335,0,0.0,0.8331528516695299,0.0,0.8331528516695299,4.590918574118308e-19,0.0029900000000000074,1,1e-05
300,0.003,NLR,1.0,0.015246876995661296,0.0549033419956686,0.0005125129973748699,0.37390571399009787,0.0006720608932356745,0.00030869370612937244,nan,nan,,0.0,nan,nan,nan,nan,0,,1.8551288908702235e-05,3.821812658011403e-17,0.00033389359826846557,0.014384410443130768,-0.0001231173309066207,0.21903177213882527,0,0.0,0.8335476827902267,0.0,0.8335476827902267,-4.0826988057657276e-19,0.003000000000000007,1,1e-05
301,0.00301,NLR,1.0,0.020225361004122533,0.05858322500716895,0.00032422599906567484,2.631000825203955e-06,0.000671375500085944,0.00030835064866718175,nan,nan,,0.0,nan,nan,nan,nan,0,,1.8551424194308757e-05,3.8163916471489756e-17,0.00033389483445030383,0.014384455232683946,-0.00012311756337409575,0.2190324532113762,0,0.0,0.8339403611055624,0.0,0.8339403611055624,2.541098841762901e-20,0.003010000000000007,1,1e-05
302,0.00302,NLR,1.0,0.02032987799611874,0.05898739300027955,0.0004702869919128716,2.2370077203959227e-06,0.0006706944981225803,0.00030801226432772917,nan,nan,,0.0,nan,nan,nan,nan,0,,1.8551558817130745e-05,3.9898639947466563e-17,0.0003338960670447211,0.01438449991358981,-0.00012311779268368885,0.21903313263161403,0,0.0,0.8343309055086788,0.0,0.8343309055086788,2.541098841762901e-20,0.003020000000000007,1,1e-05
303,0.00303,NLR,1.0,0.017210197998792864,0.059713113005273044,0.00036068199551664293,2.1379964891821146e-06,0.0006700171601581374,0.0003076782299714003,nan,nan,,0.0,nan,nan,nan,nan,0,,1.8551692782419186e-05,3.9898639947466563e-17,0.0003338972960799489,0.014384544486720552,-0.00012311801871603143,0.21903381041279224,0,0.0,0.8347193346632332,0.0,0.8347193346632332,4.590918574118308e-19,0.0030300000000000075,1,1e-05
304,0.00304,NLR,1.0,0.018797081997036003,0.05895675400097389,0.0003386589960427955,2.310000127181411e-06,0.0006693427981320006,0.0003073482526665952,nan,nan,,0.0,nan,nan,nan,nan,0,,1.8551826094594253e-05,3.9898639947466563e-17,0.0003338985215794738,0.014384588952792488,-0.00012311824152526704,0.21903448656579086,0,0.0,0.8351056670069522,0.0,0.8351056670069522,-4.0826988057657276e-19,0.003040000000000007,1,1e-05
305,0.00305,NLR,1.0,0.015381315999547951,0.05272464599693194,0.0003938529989682138,1.9160070223733783e-06,0.0006686707647312526,0.0003070220699542077,nan,nan,,0.0,nan,nan,nan,nan,0,,1.8551958757452338e-05,3.8163916471489756e-17,0.0003338997435623046,0.014384633312374273,-0.0001231184611129202,0.21903516109924634,0,0.0,0.8354899207551197,0.0,0.8354899207551197,4.590918574118308e-19,0.0030500000000000076,1,1e-05
306,0.0030600000000000002,NLR,1.0,0.02117761899717152,0.05880378400615882,0.00035846100945491344,1.9379949662834406e-06,0.0006680004546628331,0.00030669945003153635,nan,nan,,0.0,nan,nan,nan,nan,0,,1.855209077414863e-05,4.0115480381963664e-17,0.0003339009620431957,0.014384677565895343,-0.00012311867740504576,0.21903583401968538,0,0.0,0.8358721139039998,0.0,0.8358721139039998,-4.0826988057657276e-19,0.003060000000000007,1,1e-05
307,0.0030700000000000002,NLR,1.0,0.017504796996945515,0.057747080994886346,0.00035684299655258656,2.4320033844560385e-06,0.0006673313057351375,0.00030638019180020547,nan,nan,,0.0,nan,nan,nan,nan,0,,1.855222214731737e-05,4.0007060164715114e-17,0.00033390217703298464,0.014384721713657456,-0.00012311889051236282,0.2190365053316751,0,0.0,0.8362522642341951,0.0,0.8362522642341951,2.541098841762901e-20,0.003070000000000007,1,1e-05
308,0.0030800000000000003,NLR,1.0,0.01708110299659893,0.056402918009553105,0.00035600199771579355,1.9410072127357125e-06,0.000666662799960498,0.0003060641247426554,nan,nan,,0.0,nan,nan,nan,nan,0,,1.855235287896418e-05,3.903127820947816e-17,0.0003339033885388001,0.0143847657558418,-0.00012311910040918144,0.2190371750379582,0,0.0,0.8366303893139426,0.0,0.8366303893139426,4.590918574118308e-19,0.0030800000000000076,1,1e-05
309,0.0030900000000000003,NLR,1.0,0.01515201099391561,0.06880555598763749,0.0006104869971750304,2.739994670264423e-06,0.0006659944641848038,0.00030575110872924934,nan,nan,,0.0,nan,nan,nan,nan,0,,1.855248297058744e-05,3.903127820947816e-17,0.0003339045965643524,0.014384809692518319,-0.00012311930690121076,0.21903784313959762,0,0.0,0.8370065065023501,0.0,0.8370065065023501,2.541098841762901e-20,0.0030900000000000077,1,1e-05
310,0.0031000000000000003,NLR,1.0,0.01802100701024756,0.057249019999289885,0.0003594839945435524,1.9920116756111383e-06,0.0006653258707700745,0.00030544103367223415,nan,nan,,0.0,nan,nan,nan,nan,0,,1.8552612423214624e-05,4.163336342344337e-17,0.00033390580111028386,0.014384853523659258,-0.00012311951032701452,0.21903850963614743,0,0.0,0.8373806329525703,0.0,0.8373806329525703,-4.0826988057657276e-19,0.0031000000000000073,1,1e-05
311,0.0031100000000000004,NLR,1.0,0.016354652005247772,0.06391214999894146,0.0003490369999781251,2.001004759222269e-06,0.0006646566382039661,0.00030513381898888834,nan,nan,,0.0,nan,nan,nan,nan,0,,1.8552741237430398e-05,3.9898639947466563e-17,0.0003339070021743742,0.014384897249144712,-0.00012311971042937666,0.21903917452576874,0,0.0,0.8377527856149185,0.0,0.8377527856149185,4.590918574118308e-19,0.0031100000000000077,1,1e-05
312,0.0031200000000000004,NLR,1.0,0.01922115198976826,0.06489761100965552,0.0008115990058286116,2.9799994081258774e-06,0.0006639864311679425,0.00030482941308278104,nan,nan,,0.0,nan,nan,nan,nan,0,,1.8552869413435357e-05,3.935653886122381e-17,0.00033390819975187883,0.014384940868774843,-0.00012311990720928988,0.21903983780540745,0,0.0,0.8381229812399321,0.0,0.8381229812399321,2.541098841762901e-20,0.0031200000000000077,1,1e-05
313,0.0031300000000000004,NLR,1.0,0.017063524996046908,0.06024643700220622,0.0005277440068311989,3.1579984351992607e-06,0.0006633149608501216,0.00030452779256133104,nan,nan,,0.0,nan,nan,nan,nan,0,,1.8552996950987894e-05,3.9898639947466563e-17,0.00033390939383579467,0.01438498438227831,-0.00012312010059539822,0.21904049947093468,0,0.0,0.8384912363813746,0.0,0.8384912363813746,2.541098841762901e-20,0.0031300000000000078,1,1e-05
314,0.0031400000000000004,NLR,1.0,0.020339481998234987,0.060068029997637495,0.001319261995377019,3.6280107451602817e-06,0.0006626419849042967,0.0003042289614295532,nan,nan,,0.0,nan,nan,nan,nan,0,,1.855312384965178e-05,3.8163916471489756e-17,0.0003339105844172057,0.014385027789325378,-0.00012312029067514167,0.21904115951730702,0,0.0,0.8388575673991844,0.0,0.8388575673991844,-4.0826988057657276e-19,0.0031400000000000074,1,1e-05
315,0.0031500000000000005,NLR,1.0,0.01922712400846649,0.06255163799505681,0.00035927200224250555,2.778004272840917e-06,0.0006619673073454382,0.000303932950112904,nan,nan,,0.0,nan,nan,nan,nan,0,,1.8553250108570817e-05,3.859759734048396e-17,0.0003339117714855075,0.014385071089533685,-0.00012312047743355873,0.21904181793870828,0,0.0,0.8392219904623706,0.0,0.8392219904623706,2.541098841762901e-20,0.0031500000000000074,1,1e-05
316,0.00316,NLR,1.0,0.017352298003970645,0.06128702199202962,0.001149150004494004,3.5470002330839634e-06,0.0006612907782989217,0.00030363981438571265,nan,nan,,0.0,nan,nan,nan,nan,0,,1.855337572674277e-05,4.163336342344337e-17,0.00033391295502875834,0.014385114282481792,-0.0001231206605958449,0.21904247472869715,0,0.0,0.8395845215518555,0.0,0.8395845215518555,2.541098841762901e-20,0.0031600000000000074,1,1e-05
317,0.00317,NLR,1.0,0.018998257000930607,0.06813532000523992,0.00042576399573590606,2.291999408043921e-06,0.0006606122933021278,0.0003033496342721112,nan,nan,,0.0,nan,nan,nan,nan,0,,1.855350070284953e-05,3.9898639947466563e-17,0.0003339141350339418,0.01438515736771695,-0.00012312084058012908,0.2190431298803817,0,0.0,0.8399451764632667,0.0,0.8399451764632667,4.590918574118308e-19,0.003170000000000008,1,1e-05
318,0.00318,NLR,1.0,0.020566682011121884,0.07213585800491273,0.0005817890050821006,2.5719928089529276e-06,0.0006599317932720739,0.0003030625126433605,nan,nan,,0.0,nan,nan,nan,nan,0,,1.8553625035571555e-05,4.119968255444917e-17,0.0003339153114872269,0.014385200344763982,-0.00012312101692916926,0.2190437833865233,0,0.0,0.8403039708096781,0.0,0.8403039708096781,2.541098841762901e-20,0.003180000000000008,1,1e-05
319,0.00319,NLR,1.0,0.02363744999456685,0.06382948999817017,0.0003868119965773076,2.5279878173023462e-06,0.0006592492632135065,0.0003027785740011553,nan,nan,,0.0,nan,nan,nan,nan,0,,1.8553748723265465e-05,4.0332320816460765e-17,0.0003339164843743243,0.014385243213138166,-0.00012312118982343894,0.219044435239724,0,0.0,0.8406609200243023,0.0,0.8406609200243023,2.541098841762901e-20,0.003190000000000008,1,1e-05
320,0.0032,NLR,1.0,0.019209139994927682,0.07927687901246827,0.00038816001324448735,2.211003447882831e-06,0.0006585647317589977,0.0003024979629168448,nan,nan,,0.0,nan,nan,nan,nan,0,,1.8553871764353674e-05,3.8163916471489756e-17,0.00033391765368068606,0.014385285972350559,-0.0001231213592501218,0.21904508543254497,0,0.0,0.8410160393631345,0.0,0.8410160393631345,2.541098841762901e-20,0.003200000000000008,1,1e-05
321,0.00321,NLR,1.0,0.020392432998050936,0.07093683700077236,0.0006805089942645282,3.1959934858605266e-06,0.0006578782701794312,0.0003022208425304387,nan,nan,,0.0,nan,nan,nan,nan,0,,1.8553994157150266e-05,3.8163916471489756e-17,0.00033391881939184463,0.0143853286219211,-0.00012312152496350484,0.21904573395764573,0,0.0,0.8413693439075497,0.0,0.8413693439075497,-4.0826988057657276e-19,0.0032100000000000076,1,1e-05
322,0.00322,NLR,1.0,0.019692052999744192,0.06955570599529892,0.00042950300849042833,2.582004526630044e-06,0.0006571899910463042,0.00030194739297209687,nan,nan,,0.0,nan,nan,nan,nan,0,,1.8554115899891608e-05,3.946495907847236e-17,0.0003339199814936261,0.014385371161383498,-0.00012312168719111913,0.21904638080793964,0,0.0,0.8417208485668528,0.0,0.8417208485668528,4.590918574118308e-19,0.003220000000000008,1,1e-05
323,0.0032300000000000002,NLR,1.0,0.01989986200351268,0.07088959599786904,0.00036512300721369684,1.8970022210851312e-06,0.0006565000473608815,0.0003016778096212245,nan,nan,,0.0,nan,nan,nan,nan,0,,1.8554236990946773e-05,3.9898639947466563e-17,0.00033392113997244736,0.014385413590297436,-0.00012312184579830722,0.21904702597670317,0,0.0,0.8420705680807847,0.0,0.8420705680807847,2.541098841762901e-20,0.003230000000000008,1,1e-05
324,0.0032400000000000003,NLR,1.0,0.020731379991048016,0.06609240800025873,0.0003651600127341226,1.997002982534468e-06,0.0006558086309593021,0.00030141230142271224,nan,nan,,0.0,nan,nan,nan,nan,0,,1.8554357428697068e-05,4.0766001685454967e-17,0.00033392229481556227,0.01438545590825524,-0.00012312200071721332,0.2190476694577165,0,0.0,0.8424185170219833,0.0,0.8424185170219833,-4.0826988057657276e-19,0.0032400000000000076,1,1e-05
325,0.0032500000000000003,NLR,1.0,0.01898772400454618,0.07014305700431578,0.00034010900708381087,2.2270105546340346e-06,0.0006551159712701955,0.0003011510890720433,nan,nan,,0.0,nan,nan,nan,nan,0,,1.855447721157647e-05,3.9898639947466563e-17,0.0003339234460112925,0.014385498114890094,-0.00012312215189432807,0.2190483112453866,0,0.0,0.8427647097984012,0.0,0.8427647097984012,4.590918574118308e-19,0.003250000000000008,1,1e-05
326,0.0032600000000000003,NLR,1.0,0.018256231007399037,0.06599396000092383,0.0003732819895958528,2.2570020519196987e-06,0.0006544223334761565,0.0003008944032232976,nan,nan,,0.0,nan,nan,nan,nan,0,,1.8554596338212916e-05,3.9898639947466563e-17,0.00033392459354927915,0.014385540209884473,-0.00012312229928132236,0.21904895133486507,0,0.0,0.8431091606556813,0.0,0.8431091606556813,-4.0826988057657276e-19,0.0032600000000000077,1,1e-05
327,0.0032700000000000003,NLR,1.0,0.025129892004770227,0.06783564400393516,0.0003960799949709326,2.4610053515061736e-06,0.0006537280172086133,0.0003006424825868165,nan,nan,,0.0,nan,nan,nan,nan,0,,1.8554714807337702e-05,4.163336342344337e-17,0.00033392573742071184,0.014385582192977475,-0.00012312244297588346,0.21904958972216992,0,0.0,0.8434518836794908,0.0,0.8434518836794908,4.590918574118308e-19,0.003270000000000008,1,1e-05
328,0.0032800000000000004,NLR,1.0,0.021550563993514515,0.07067402999382466,0.00036547800118569285,2.0659936126321554e-06,0.0006530333545891484,0.0003003955720755922,nan,nan,,0.0,nan,nan,nan,nan,0,,1.855483261786268e-05,3.892285799222961e-17,0.00033392687761854187,0.014385624063972369,-0.00012312258286952118,0.21905022640428137,0,0.0,0.843792892797814,0.0,0.843792892797814,-4.0826988057657276e-19,0.0032800000000000077,1,1e-05
329,0.0032900000000000004,NLR,1.0,0.023000778994173743,0.06145903799915686,0.0008350459975190461,4.182002157904208e-06,0.0006523387084078468,0.000300153920911102,nan,nan,,0.0,nan,nan,nan,nan,0,,1.8554949769015624e-05,3.8163916471489756e-17,0.0003339280141376747,0.014385665822742144,-0.00012312271877137156,0.2190508613792513,0,0.0,0.844132201783206,0.0,0.844132201783206,4.590918574118308e-19,0.003290000000000008,1,1e-05
330,0.0033000000000000004,NLR,1.0,0.023035325997625478,0.06634333801048342,0.0004598870000336319,2.5170011213049293e-06,0.0006516444701089584,0.00029991778075980985,nan,nan,,0.0,nan,nan,nan,nan,0,,1.8555066260160798e-05,4.163336342344337e-17,0.00033392914697519835,0.014385707469237285,-0.00012312285087274867,0.21905149464631585,0,0.0,0.8444698242550065,0.0,0.8444698242550065,2.541098841762901e-20,0.0033000000000000082,1,1e-05
331,0.0033100000000000004,NLR,1.0,0.01795502500317525,0.06343901599757373,0.0003541140031302348,2.310000127181411e-06,0.0006509510580186751,0.000299687403792707,nan,nan,,0.0,nan,nan,nan,nan,0,,1.8555182090993177e-05,3.7513395167998453e-17,0.00033393027613053957,0.014385749003491544,-0.00012312297907432525,0.21905212620596642,0,0.0,0.8448057736815155,0.0,0.8448057736815155,-4.0826988057657276e-19,0.003310000000000008,1,1e-05
332,0.0033200000000000005,NLR,1.0,0.019177727997885086,0.06773430699831806,0.00044286200136411935,2.8990034479647875e-06,0.0006502589149805591,0.00029946304088596695,nan,nan,,0.0,nan,nan,nan,nan,0,,1.8555297261527582e-05,3.8163916471489756e-17,0.000333931401605676,0.014385790425628375,-0.00012312310333296604,0.21905275606004712,0,0.0,0.8451400633821323,0.0,0.8451400633821323,4.590918574118308e-19,0.0033200000000000083,1,1e-05
